POINT_X,POINT_Y,PM25_INDDD,PM10_INDDD,NOx_INDDD,SO2_INDDD,CO_INDDD,VOC_INDDD
76.94,28.69,9.794305349,18.24,42.49,168.6,4.666135976,0.0
76.95,28.69,14.69,27.35,63.73,252.8,6.999203964,0.0
76.96,28.69,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.34,28.69,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.44,28.69,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.44,28.69,9.794305349,18.24,42.49,168.6,4.666135976,0.0
76.92,28.7,14.69,27.35,63.73,252.8,6.999203964,0.0
76.94,28.7,29.38,54.7,127.4,505.7,13.99,0.0
76.95,28.7,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.45,28.7,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.45,28.7,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.45,28.7,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.45,28.71,19.59,36.47,85.01,337.1,9.332476832,0.0
76.89,28.71,14.69,27.35,63.73,252.8,6.999203964,0.0
76.89,28.71,9.794305349,18.24,42.49,168.6,4.666135976,0.0
76.9,28.71,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
76.88,28.71,14.69,27.35,63.73,252.8,6.999203964,0.0
76.89,28.71,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.47,28.72,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.31,28.73,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.06,28.92,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.11,28.92,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
