POINT_X,POINT_Y,PM25_INDDD,PM10_INDDD,NOx_INDDD,SO2_INDDD,CO_INDDD,VOC_INDDD
77.33,28.4,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.32,28.41,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.32,28.41,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.32,28.41,14.69,27.35,63.73,252.8,6.999203964,0.0
77.0,28.41,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.0,28.42,9.794305349,18.24,42.49,168.6,4.666135976,0.0
76.9,28.42,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.31,28.42,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.32,28.42,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
76.89,28.43,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.0,28.43,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.02,28.43,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.29,28.43,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.31,28.43,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.31,28.43,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.32,28.43,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.33,28.43,9.794305349,18.24,42.49,168.6,4.666135976,0.0
76.95,28.43,9.794305349,18.24,42.49,168.6,4.666135976,0.0
76.99,28.43,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.0,28.43,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.31,28.43,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.31,28.43,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.54,28.43,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
76.99,28.43,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.0,28.43,68.56,127.6,297.4,1180.0,32.66,0.0
77.0,28.43,14.69,27.35,63.73,252.8,6.999203964,0.0
77.31,28.43,19.59,36.47,85.01,337.1,9.332476832,0.0
77.31,28.43,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.0,28.44,39.18,72.93,169.9,674.3,18.66,0.0
77.0,28.44,48.97,91.14,212.4,842.5,23.33,0.0
77.01,28.44,14.69,27.35,63.73,252.8,6.999203964,0.0
77.31,28.44,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.31,28.44,19.59,36.47,85.01,337.1,9.332476832,0.0
77.0,28.44,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.05,28.44,14.69,27.35,63.73,252.8,6.999203964,0.0
77.31,28.44,14.69,27.35,63.73,252.8,6.999203964,0.0
76.99,28.45,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.03,28.45,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.04,28.45,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.31,28.45,19.59,36.47,85.01,337.1,9.332476832,0.0
77.31,28.45,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.53,28.45,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.02,28.45,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.03,28.45,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.05,28.45,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.3,28.45,14.69,27.35,63.73,252.8,6.999203964,0.0
77.31,28.45,19.59,36.47,85.01,337.1,9.332476832,0.0
77.31,28.45,14.69,27.35,63.73,252.8,6.999203964,0.0
77.31,28.45,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
76.99,28.45,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.01,28.45,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.01,28.45,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.07,28.45,19.59,36.47,85.01,337.1,9.332476832,0.0
77.31,28.45,24.49,45.58,106.2,421.4,11.67,0.0
77.31,28.45,24.49,45.58,106.2,421.4,11.67,0.0
77.53,28.45,9.794305349,18.24,42.49,168.6,4.666135976,0.0
76.99,28.46,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.03,28.46,14.69,27.35,63.73,252.8,6.999203964,0.0
77.03,28.46,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.05,28.46,14.69,27.35,63.73,252.8,6.999203964,0.0
77.31,28.46,34.28,63.82,148.7,589.9,16.33,0.0
77.31,28.46,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.31,28.46,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.53,28.46,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.05,28.46,14.69,27.35,63.73,252.8,6.999203964,0.0
77.3,28.46,19.59,36.47,85.01,337.1,9.332476832,0.0
77.31,28.46,19.59,36.47,85.01,337.1,9.332476832,0.0
77.31,28.46,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.03,28.47,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.31,28.47,39.18,72.93,169.9,674.3,18.66,0.0
77.04,28.47,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.05,28.47,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.1,28.47,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.31,28.47,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.31,28.47,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.03,28.47,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.04,28.47,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.04,28.47,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.06,28.47,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.3,28.47,34.28,63.82,148.7,589.9,16.33,0.0
77.31,28.47,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.31,28.47,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.31,28.47,14.69,27.35,63.73,252.8,6.999203964,0.0
77.05,28.48,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.09,28.48,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.3,28.48,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.3,28.48,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.31,28.48,19.59,36.47,85.01,337.1,9.332476832,0.0
77.31,28.48,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.07,28.48,19.59,36.47,85.01,337.1,9.332476832,0.0
77.07,28.48,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.1,28.48,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.5,28.48,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.01,28.49,19.59,36.47,85.01,337.1,9.332476832,0.0
77.07,28.49,19.59,36.47,85.01,337.1,9.332476832,0.0
77.31,28.49,24.49,45.58,106.2,421.4,11.67,0.0
77.0,28.49,44.07,82.05,191.2,758.5,21.0,0.0
77.06,28.49,19.59,36.47,85.01,337.1,9.332476832,0.0
77.06,28.49,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.07,28.49,14.69,27.35,63.73,252.8,6.999203964,0.0
77.07,28.49,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.07,28.49,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.08,28.49,14.69,27.35,63.73,252.8,6.999203964,0.0
77.09,28.49,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.49,28.49,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.49,28.49,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.51,28.49,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.07,28.49,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.08,28.49,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.08,28.49,14.69,27.35,63.73,252.8,6.999203964,0.0
77.09,28.49,39.18,72.93,169.9,674.3,18.66,0.0
77.48,28.49,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.49,28.49,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.49,28.49,34.28,63.82,148.7,589.9,16.33,0.0
77.5,28.49,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.07,28.5,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.08,28.5,24.49,45.58,106.2,421.4,11.67,0.0
77.08,28.5,24.49,45.58,106.2,421.4,11.67,0.0
77.09,28.5,34.28,63.82,148.7,589.9,16.33,0.0
77.47,28.5,19.59,36.47,85.01,337.1,9.332476832,0.0
77.47,28.5,19.59,36.47,85.01,337.1,9.332476832,0.0
77.48,28.5,29.38,54.7,127.4,505.7,13.99,0.0
77.49,28.5,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.07,28.5,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.07,28.5,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.08,28.5,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.09,28.5,73.46,136.8,318.6,1264.0,34.99,0.0
77.47,28.5,14.69,27.35,63.73,252.8,6.999203964,0.0
77.47,28.5,24.49,45.58,106.2,421.4,11.67,0.0
77.48,28.5,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.49,28.5,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.51,28.5,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.07,28.51,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.08,28.51,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.09,28.51,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.49,28.51,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.49,28.51,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.07,28.51,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.07,28.51,14.69,27.35,63.73,252.8,6.999203964,0.0
77.08,28.51,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.09,28.51,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.09,28.51,14.69,27.35,63.73,252.8,6.999203964,0.0
77.49,28.51,14.69,27.35,63.73,252.8,6.999203964,0.0
77.49,28.51,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.08,28.51,24.49,45.58,106.2,421.4,11.67,0.0
77.08,28.51,19.59,36.47,85.01,337.1,9.332476832,0.0
77.08,28.52,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.39,28.53,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.47,28.53,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.4,28.53,14.69,27.35,63.73,252.8,6.999203964,0.0
77.4,28.53,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.41,28.53,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.45,28.53,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.39,28.53,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.4,28.53,14.69,27.35,63.73,252.8,6.999203964,0.0
77.41,28.53,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.41,28.53,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.41,28.53,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.42,28.53,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.43,28.53,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.39,28.54,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.4,28.54,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.4,28.54,14.69,27.35,63.73,252.8,6.999203964,0.0
77.41,28.54,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.41,28.54,19.59,36.47,85.01,337.1,9.332476832,0.0
77.41,28.54,19.59,36.47,85.01,337.1,9.332476832,0.0
77.42,28.54,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.45,28.54,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.45,28.54,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.46,28.54,29.38,54.7,127.4,505.7,13.99,0.0
77.47,28.54,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.33,28.54,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.4,28.54,48.97,91.14,212.4,842.5,23.33,0.0
77.4,28.54,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.41,28.54,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.41,28.54,14.69,27.35,63.73,252.8,6.999203964,0.0
77.41,28.54,14.69,27.35,63.73,252.8,6.999203964,0.0
77.42,28.54,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.45,28.54,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.46,28.54,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.46,28.54,14.69,27.35,63.73,252.8,6.999203964,0.0
77.47,28.54,24.49,45.58,106.2,421.4,11.67,0.0
77.4,28.55,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.41,28.55,14.69,27.35,63.73,252.8,6.999203964,0.0
77.45,28.55,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.46,28.55,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.46,28.55,24.49,45.58,106.2,421.4,11.67,0.0
77.4,28.55,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.4,28.55,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.41,28.55,34.28,63.82,148.7,589.9,16.33,0.0
77.4,28.55,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.4,28.55,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.41,28.55,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.41,28.55,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.41,28.56,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.31,28.57,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.32,28.57,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.32,28.57,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.35,28.57,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.36,28.57,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.55,28.57,24.49,45.58,106.2,421.4,11.67,0.0
77.32,28.58,39.18,72.93,169.9,674.3,18.66,0.0
77.31,28.58,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.32,28.58,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.32,28.58,19.59,36.47,85.01,337.1,9.332476832,0.0
77.33,28.58,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.31,28.59,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.31,28.59,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.32,28.59,14.69,27.35,63.73,252.8,6.999203964,0.0
77.32,28.59,19.59,36.47,85.01,337.1,9.332476832,0.0
77.33,28.59,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.31,28.59,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.32,28.59,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.32,28.59,14.69,27.35,63.73,252.8,6.999203964,0.0
77.33,28.59,39.18,72.93,169.9,674.3,18.66,0.0
77.33,28.59,24.49,45.58,106.2,421.4,11.67,0.0
77.31,28.59,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.32,28.59,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.32,28.59,14.69,27.35,63.73,252.8,6.999203964,0.0
77.33,28.59,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.32,28.6,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.33,28.6,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.33,28.6,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.37,28.6,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.37,28.6,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.35,28.6,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.36,28.6,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.36,28.6,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.37,28.6,29.38,54.7,127.4,505.7,13.99,0.0
77.37,28.6,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.35,28.61,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.36,28.61,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.37,28.61,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.37,28.61,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.37,28.61,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.37,28.61,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.38,28.61,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.5,28.61,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.38,28.61,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.39,28.61,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.39,28.61,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.49,28.61,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.38,28.62,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.38,28.62,34.28,63.82,148.7,589.9,16.33,0.0
77.39,28.62,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.36,28.62,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.38,28.62,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.38,28.62,14.69,27.35,63.73,252.8,6.999203964,0.0
77.39,28.62,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.38,28.63,19.59,36.47,85.01,337.1,9.332476832,0.0
77.47,28.63,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.38,28.63,14.69,27.35,63.73,252.8,6.999203964,0.0
77.47,28.63,14.69,27.35,63.73,252.8,6.999203964,0.0
77.44,28.64,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.45,28.64,19.59,36.47,85.01,337.1,9.332476832,0.0
77.45,28.64,24.49,45.58,106.2,421.4,11.67,0.0
77.46,28.64,24.49,45.58,106.2,421.4,11.67,0.0
77.46,28.64,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.31,28.64,83.25,155.0,361.1,1433.0,39.67,0.0
77.33,28.64,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.45,28.64,19.59,36.47,85.01,337.1,9.332476832,0.0
77.45,28.64,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.46,28.64,78.35,145.8,339.9,1348.0,37.33,0.0
77.46,28.64,39.18,72.93,169.9,674.3,18.66,0.0
77.47,28.64,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.32,28.65,14.69,27.35,63.73,252.8,6.999203964,0.0
77.33,28.65,19.59,36.47,85.01,337.1,9.332476832,0.0
77.33,28.65,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.45,28.65,24.49,45.58,106.2,421.4,11.67,0.0
77.45,28.65,83.25,155.0,361.1,1433.0,39.67,0.0
77.46,28.65,48.97,91.14,212.4,842.5,23.33,0.0
77.46,28.65,102.8,191.4,446.1,1770.0,49.0,0.0
77.47,28.65,63.66,118.5,276.2,1095.0,30.33,0.0
77.32,28.65,29.38,54.7,127.4,505.7,13.99,0.0
77.33,28.65,73.46,136.8,318.6,1264.0,34.99,0.0
77.33,28.65,14.69,27.35,63.73,252.8,6.999203964,0.0
77.45,28.65,14.69,27.35,63.73,252.8,6.999203964,0.0
77.45,28.65,78.35,145.8,339.9,1348.0,37.33,0.0
77.46,28.65,58.77,109.4,254.9,1011.0,28.0,0.0
77.46,28.65,44.07,82.05,191.2,758.5,21.0,0.0
77.47,28.65,39.18,72.93,169.9,674.3,18.66,0.0
77.47,28.65,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.32,28.65,34.28,63.82,148.7,589.9,16.33,0.0
77.33,28.65,88.12,164.1,382.4,1517.0,41.99,0.0
77.33,28.65,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.34,28.65,19.59,36.47,85.01,337.1,9.332476832,0.0
77.45,28.65,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.46,28.65,48.97,91.14,212.4,842.5,23.33,0.0
77.46,28.65,78.35,145.8,339.9,1348.0,37.33,0.0
77.47,28.65,39.18,72.93,169.9,674.3,18.66,0.0
77.47,28.65,44.07,82.05,191.2,758.5,21.0,0.0
77.32,28.66,19.59,36.47,85.01,337.1,9.332476832,0.0
77.33,28.66,14.69,27.35,63.73,252.8,6.999203964,0.0
77.33,28.66,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.34,28.66,29.38,54.7,127.4,505.7,13.99,0.0
77.35,28.66,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.35,28.66,14.69,27.35,63.73,252.8,6.999203964,0.0
77.45,28.66,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.46,28.66,29.38,54.7,127.4,505.7,13.99,0.0
77.46,28.66,68.56,127.6,297.4,1180.0,32.66,0.0
77.47,28.66,48.97,91.14,212.4,842.5,23.33,0.0
77.47,28.66,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.33,28.66,34.28,63.82,148.7,589.9,16.33,0.0
77.34,28.66,68.56,127.6,297.4,1180.0,32.66,0.0
77.34,28.66,44.07,82.05,191.2,758.5,21.0,0.0
77.35,28.66,39.18,72.93,169.9,674.3,18.66,0.0
77.35,28.66,48.97,91.14,212.4,842.5,23.33,0.0
77.35,28.66,48.97,91.14,212.4,842.5,23.33,0.0
77.36,28.66,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.36,28.66,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.42,28.66,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.45,28.66,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.46,28.66,137.1,255.3,594.8,2360.0,65.33,0.0
77.46,28.66,88.12,164.1,382.4,1517.0,41.99,0.0
77.33,28.67,19.59,36.47,85.01,337.1,9.332476832,0.0
77.34,28.67,58.77,109.4,254.9,1011.0,28.0,0.0
77.34,28.67,68.56,127.6,297.4,1180.0,32.66,0.0
77.35,28.67,58.77,109.4,254.9,1011.0,28.0,0.0
77.35,28.67,34.28,63.82,148.7,589.9,16.33,0.0
77.35,28.67,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.36,28.67,34.28,63.82,148.7,589.9,16.33,0.0
77.36,28.67,19.59,36.47,85.01,337.1,9.332476832,0.0
77.37,28.67,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.37,28.67,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.35,28.67,78.35,145.8,339.9,1348.0,37.33,0.0
77.35,28.67,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.35,28.67,48.97,91.14,212.4,842.5,23.33,0.0
77.36,28.67,88.12,164.1,382.4,1517.0,41.99,0.0
77.36,28.67,58.77,109.4,254.9,1011.0,28.0,0.0
77.37,28.67,39.18,72.93,169.9,674.3,18.66,0.0
77.37,28.67,44.07,82.05,191.2,758.5,21.0,0.0
77.37,28.67,34.28,63.82,148.7,589.9,16.33,0.0
77.39,28.67,112.6,209.7,488.5,1939.0,53.66,0.0
77.39,28.67,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.41,28.67,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.34,28.67,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.35,28.67,19.59,36.47,85.01,337.1,9.332476832,0.0
77.35,28.67,19.59,36.47,85.01,337.1,9.332476832,0.0
77.36,28.67,29.38,54.7,127.4,505.7,13.99,0.0
77.36,28.67,48.97,91.14,212.4,842.5,23.33,0.0
77.37,28.67,34.28,63.82,148.7,589.9,16.33,0.0
77.37,28.67,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.37,28.67,127.3,237.1,552.3,2192.0,60.66,0.0
77.38,28.67,83.25,155.0,361.1,1433.0,39.67,0.0
77.38,28.67,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.39,28.67,102.8,191.4,446.1,1770.0,49.0,0.0
77.39,28.67,63.66,118.5,276.2,1095.0,30.33,0.0
77.41,28.67,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.41,28.67,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.43,28.67,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.33,28.68,14.69,27.35,63.73,252.8,6.999203964,0.0
77.36,28.68,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.36,28.68,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.37,28.68,14.69,27.35,63.73,252.8,6.999203964,0.0
77.37,28.68,122.4,227.9,531.0,2107.0,58.33,0.0
77.38,28.68,107.8,200.6,467.4,1854.0,51.32,0.0
77.38,28.68,19.59,36.47,85.01,337.1,9.332476832,0.0
77.39,28.68,24.49,45.58,106.2,421.4,11.67,0.0
77.39,28.68,14.69,27.35,63.73,252.8,6.999203964,0.0
77.43,28.68,44.07,82.05,191.2,758.5,21.0,0.0
77.43,28.68,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.43,28.68,48.97,91.14,212.4,842.5,23.33,0.0
77.44,28.68,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.34,28.68,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.35,28.68,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.36,28.68,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.37,28.68,14.69,27.35,63.73,252.8,6.999203964,0.0
77.38,28.68,39.18,72.93,169.9,674.3,18.66,0.0
77.38,28.68,24.49,45.58,106.2,421.4,11.67,0.0
77.39,28.68,24.49,45.58,106.2,421.4,11.67,0.0
77.43,28.68,48.97,91.14,212.4,842.5,23.33,0.0
77.43,28.68,14.69,27.35,63.73,252.8,6.999203964,0.0
77.43,28.68,151.8,282.6,658.6,2612.0,72.32,0.0
77.44,28.68,102.8,191.4,446.1,1770.0,49.0,0.0
76.95,28.69,14.69,27.35,63.73,252.8,6.999203964,0.0
76.96,28.69,9.794305349,18.24,42.49,168.6,4.666135976,0.0
77.34,28.69,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.37,28.69,19.59,36.47,85.01,337.1,9.332476832,0.0
77.38,28.69,14.69,27.35,63.73,252.8,6.999203964,0.0
77.38,28.69,44.07,82.05,191.2,758.5,21.0,0.0
77.39,28.69,24.49,45.58,106.2,421.4,11.67,0.0
77.41,28.69,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.43,28.69,29.38,54.7,127.4,505.7,13.99,0.0
77.43,28.69,68.56,127.6,297.4,1180.0,32.66,0.0
77.44,28.69,48.97,91.14,212.4,842.5,23.33,0.0
76.94,28.69,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
76.95,28.69,9.794305349,18.24,42.49,168.6,4.666135976,0.0
76.95,28.69,44.07,82.05,191.2,758.5,21.0,0.0
76.96,28.69,9.794305349,18.24,42.49,168.6,4.666135976,0.0
76.96,28.69,14.69,27.35,63.73,252.8,6.999203964,0.0
77.36,28.69,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.43,28.69,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
77.44,28.69,102.8,191.4,446.1,1770.0,49.0,0.0
77.45,28.69,4.896964872,9.114264577,21.24,84.25,2.333067988,0.0
